split_id,context,spearman_rho,p_value,n_words_union
44,garage,0.06729546961172428,0.5192803389704912,94
44,handbag,0.20969039849386,0.09364612513131208,65
44,library,-0.3269275752708621,0.00013020437953156015,132
44,mall,-0.2181320458034448,0.011658153943304422,133
44,play,-0.13284915236140657,0.0982745000552622,156
44,restaurant,0.37418502619356625,0.006280904620589364,52
45,bakery,0.17412576224845247,0.1224083983786655,80
45,closet,-0.09489259031819249,0.3551966428909771,97
45,corner,-0.00681894721741104,0.944161191843171,108
45,fitness,0.39745357317367647,0.0013802834833343512,62
45,fridge,0.494364823974481,0.0021789795268295446,36
45,garage,0.0023476114626165352,0.9820838714429089,94
45,handbag,0.4352309079511174,0.00029090862134490103,65
45,library,-0.33284354886591044,9.639338093693396e-05,132
45,mall,-0.27428388895204375,0.0013990883046086627,133
45,play,-0.14594859598428483,0.0690665819347842,156
45,restaurant,0.33096173368407744,0.01655016902535724,52
46,bakery,0.2664692639566366,0.01688352468758082,80
46,closet,-0.004307444420284096,0.966599435788269,97
46,corner,-0.01728961459043108,0.8590359988080634,108
46,fitness,0.39956811861791774,0.0012939076643425419,62
46,fridge,0.5188745047416422,0.0011855117635757614,36
46,garage,0.06559923923555105,0.5298888981185635,94
46,handbag,0.2933425408894953,0.017713946676708902,65
46,library,-0.3212776259250086,0.00017253102855859098,132
46,mall,-0.2312425745712066,0.00740532370422916,133
46,play,-0.20467453340902844,0.010376703419664816,156
46,restaurant,0.3589456308309333,0.008970108874875414,52
47,bakery,0.11273919619417726,0.3194063610069153,80
47,closet,0.028981405695504673,0.7781024899632012,97
47,corner,0.05028130555196241,0.6053059880065932,108
47,fitness,0.4974023356031213,3.9073928153167344e-05,62
47,fridge,0.4108401466027628,0.012808739374868117,36
47,garage,0.1406885046062477,0.17621136929346776,94
47,handbag,0.3331311143763755,0.006695929088046488,65
47,library,-0.31765818074304925,0.00020602795454319713,132
47,mall,-0.190640225759735,0.02794790499337827,133
47,play,-0.18558248167624933,0.020369626145282423,156
47,restaurant,0.24755704575288662,0.07682387541111613,52
48,bakery,0.09080879425468852,0.42307810268848167,80
48,closet,-0.04918623774995694,0.632338453731322,97
48,corner,0.026358047527939084,0.7865598432113963,108
48,fitness,0.28876650054996067,0.022833860915714602,62
48,fridge,0.45151660379162806,0.005706716206514237,36
48,garage,0.13563123856808312,0.19242756752461787,94
48,handbag,0.27236075599304294,0.028169843186105215,65
48,library,-0.3073438776897475,0.00033747406012661667,132
48,mall,-0.18899459354089268,0.02935454295901314,133
48,play,-0.19485339286988015,0.014786914310535082,156
48,restaurant,0.21833449958361825,0.11994938266603461,52
49,bakery,0.07979517106842293,0.48168185729230517,80
49,closet,-0.006911110200996006,0.9464344718986121,97
49,corner,-0.02786422730729829,0.774679296082897,108
49,fitness,0.38560226113495594,0.001967510958765679,62
49,fridge,0.47354068002842026,0.0035325480919850987,36
49,garage,0.1195720870122501,0.2510069850253359,94
49,handbag,0.2896857308775141,0.01925099475365736,65
49,library,-0.3891006474539422,4.00835507965574e-06,132
49,mall,-0.14536362256797042,0.0950241709678825,133
49,play,-0.1628233178960872,0.04226716093389646,156
49,restaurant,0.32200109300681784,0.019916533248368534,52
50,bakery,0.08354332677215108,0.46126633628339064,80
50,closet,-0.06118648570136187,0.5516007760032002,97
50,corner,0.10048769166860404,0.30077681199645884,108
50,fitness,0.3191620642927535,0.011456839419770673,62
50,fridge,0.5386011889854795,0.0007020204057423605,36
50,garage,0.06599750648959109,0.527388359642861,94
50,handbag,0.21200421710518513,0.08999971915590373,65
50,library,-0.3417799224824159,6.0494363728757495e-05,132
50,mall,-0.16763282292750734,0.053773333371677313,133
50,play,-0.1137781504764754,0.15728662966922963,156
50,restaurant,0.2831664044863822,0.04193686975384823,52
51,bakery,0.04522695188874813,0.6903651909778912,80
51,closet,-0.13631813394120473,0.18305823493009013,97
51,corner,-0.019803882668001347,0.8387965238892168,108
51,fitness,0.4411401034469918,0.0003321992658269987,62
51,fridge,0.410827580566766,0.012811753098148181,36
51,garage,0.22168632340924263,0.03176414357236552,94
51,handbag,0.34362101089595803,0.005070969834121848,65
51,library,-0.32101271795188796,0.00017479948808783857,132
51,mall,-0.23426408553716968,0.006646860332504467,133
51,play,-0.17494871451284105,0.028932109298106724,156
51,restaurant,0.20780677771360034,0.13933287554791826,52
52,bakery,0.014156773457492298,0.900812195977734,80
52,closet,-0.02850274261379629,0.7816752077477265,97
52,corner,0.038549641486126704,0.6920273926753279,108
52,fitness,0.4499855456040724,0.00024306734000126184,62
52,fridge,0.3744553003540697,0.024448585443166117,36
52,garage,0.1273300728178025,0.22133794754515793,94
52,handbag,0.36183668608497077,0.0030596984148142923,65
52,library,-0.3670217417153551,1.4998877468783366e-05,132
52,mall,-0.18379503531761665,0.034200916642083114,133
